transcript_id,1101.2.gtf,1548.2.gtf,1628.2.gtf,Sample4.2.gtf,Sample5.2.gtf,Sample6.2.gtf
Montipora_capitata_PredGene_g49952.t1,2312,2096,858,49,49,70
Montipora_capitata_PredGene_g49338.t1,9,0,0,0,4,3
Montipora_capitata_PredGene_adi2mcaRNA26574_R8.t1,0,0,0,4,6,4
Montipora_capitata_PredGene_g5652.t1,0,0,0,10,9,8
Montipora_capitata_PredGene_g63236.t1,0,0,0,9,7,7
Montipora_capitata_PredGene_g31766.t1,362,266,251,7,10,5
Montipora_capitata_PredGene_g51403.t1,0,1,1,1,1,2
Montipora_capitata_PredGene_g15745.t1,14,0,0,18,11,0
Montipora_capitata_PredGene_g14832.t1,4,2,3,26,21,24
Montipora_capitata_PredGene_g54920.t1,0,0,0,0,0,3
Montipora_capitata_PredGene_g28502.t1,75,36,128,23,3,28
Montipora_capitata_PredGene_g52274.t1,23,8,14,14,0,5
Montipora_capitata_PredGene_g34040.t1,557,523,343,22,30,35
Montipora_capitata_PredGene_adi2mcaRNA19271_R2.t1,0,0,0,9,5,5
Montipora_capitata_PredGene_adi2mcaRNA21240_R8.t1,11,9,0,35,15,18
Montipora_capitata_PredGene_g62967.t1,583,469,670,33,29,34
Montipora_capitata_PredGene_g30241.t1,0,0,0,4,13,9
Montipora_capitata_PredGene_adi2mcaRNA6035_R6.t1,10,9,6,21,19,17
Montipora_capitata_PredGene_g5055.t1,199,192,241,8,11,17
Montipora_capitata_PredGene_g49124.t1,65,154,88,14,12,24
Montipora_capitata_PredGene_g47381.t1,2,1,4,44,16,16
Montipora_capitata_PredGene_g3297.t1,0,0,0,0,4,4
Montipora_capitata_PredGene_g29223.t1,25,39,36,19,9,0
Montipora_capitata_PredGene_g19084.t1,0,0,0,42,16,17
Montipora_capitata_PredGene_adi2mcaRNA22763_R4.t1,0,0,0,3,2,2
Montipora_capitata_PredGene_adi2mcaRNA20076_R1.t1,9,0,0,57,17,50
Montipora_capitata_PredGene_g10995.t1,0,0,0,8,5,6
Montipora_capitata_PredGene_g14528.t1,5,0,0,27,13,23
Montipora_capitata_PredGene_g16740.t1,0,2,0,9,4,10
Montipora_capitata_PredGene_g26411.t1,162,134,117,33,38,18
Montipora_capitata_PredGene_adi2mcaRNA26974_R0.t1,0,0,0,7,9,11
Montipora_capitata_PredGene_g64621.t1,189,329,275,5,5,9
Montipora_capitata_PredGene_g43852.t1,3,1,0,5,7,1
Montipora_capitata_PredGene_g34294.t1,0,0,0,14,20,10
Montipora_capitata_PredGene_g29051.t1,2,1,1,4,8,6
Montipora_capitata_PredGene_g29717.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g58489.t1,557,391,578,67,53,78
Montipora_capitata_PredGene_g21514.t1,0,0,0,0,11,14
Montipora_capitata_PredGene_g21559.t1,6,2,0,26,9,16
Montipora_capitata_PredGene_g14835.t1,0,0,0,18,9,15
Montipora_capitata_PredGene_g1829.t1,888,656,740,5,0,14
Montipora_capitata_PredGene_g30243.t1,0,0,0,11,0,11
Montipora_capitata_PredGene_g56837.t1,57,12,5,8,3,2
Montipora_capitata_PredGene_g46255.t1,40,28,103,3,0,0
Montipora_capitata_PredGene_g59231.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g29082.t1,0,0,0,23,17,13
Montipora_capitata_PredGene_g48692.t1,121,65,86,8,5,8
Montipora_capitata_PredGene_adi2mcaRNA21245_R2.t1,316,190,191,78,58,72
Montipora_capitata_PredGene_g20892.t1,2,12,12,22,31,28
Montipora_capitata_PredGene_g2607.t1,0,0,0,3,2,4
Montipora_capitata_PredGene_adi2mcaRNA9798_R0.t1,1139,950,516,36,38,36
Montipora_capitata_PredGene_g58699.t1,0,0,0,12,1,0
Montipora_capitata_PredGene_g6238.t1,27,5,1,13,18,7
Montipora_capitata_PredGene_g40826.t1,0,0,0,6,6,7
Montipora_capitata_PredGene_g70224.t1,0,0,0,5,5,5
Montipora_capitata_PredGene_adi2mcaRNA23299_R9.t1,17,13,14,9,13,13
Montipora_capitata_PredGene_adi2mcaRNA30971_R3.t1,9,1,2,12,15,12
Montipora_capitata_PredGene_g8170.t1,0,0,0,26,14,9
Montipora_capitata_PredGene_g24084.t1,736,369,829,11,0,11
Montipora_capitata_PredGene_g33916.t1,0,0,0,7,10,2
Montipora_capitata_PredGene_g28293.t1,12,11,3,9,8,6
Montipora_capitata_PredGene_g32662.t1,4,2,3,3,7,10
Montipora_capitata_PredGene_g40318.t1,100,64,133,9,4,4
Montipora_capitata_PredGene_g66322.t1,0,0,136,0,6,6
Montipora_capitata_PredGene_g8844.t1,0,1275,0,0,8,0
Montipora_capitata_PredGene_g6409.t1,222,155,143,11,10,13
Montipora_capitata_PredGene_adi2mcaRNA36407_R5.t1,0,0,0,6,9,9
Montipora_capitata_PredGene_g44998.t1,0,0,0,4,14,4
Montipora_capitata_PredGene_g44171.t1,236,309,198,4,9,14
Montipora_capitata_PredGene_adi2mcaRNA36283_R4.t1,0,3,2,10,8,6
Montipora_capitata_PredGene_g29623.t1,0,4,1,7,2,5
Montipora_capitata_PredGene_g21225.t1,8,5,7,15,10,16
Montipora_capitata_PredGene_g58317.t1,0,0,0,8,0,0
Montipora_capitata_PredGene_g4598.t1,0,0,0,8,11,8
Montipora_capitata_PredGene_g28021.t1,6,0,0,7,5,12
Montipora_capitata_PredGene_g3000.t1,0,0,0,2,3,1
Montipora_capitata_PredGene_g19866.t1,961,927,383,34,18,26
Montipora_capitata_PredGene_g48786.t1,22,104,51,9,16,12
Montipora_capitata_PredGene_g68276.t1,0,0,0,7,5,2
Montipora_capitata_PredGene_g69522.t1,0,0,0,32,0,0
Montipora_capitata_PredGene_g35708.t1,0,0,0,4,0,0
Montipora_capitata_PredGene_g19565.t1,1,0,0,5,9,6
Montipora_capitata_PredGene_g35734.t1,0,2,0,4,3,4
Montipora_capitata_PredGene_g48931.t1,0,0,0,12,4,12
Montipora_capitata_PredGene_g9080.t1,22,11,7,4,3,3
Montipora_capitata_PredGene_adi2mcaRNA38026_R8.t1,8,18,31,10,21,16
Montipora_capitata_PredGene_g58860.t1,122,34,131,0,8,0
Montipora_capitata_PredGene_g10380.t1,441,439,379,60,60,56
Montipora_capitata_PredGene_g30653.t1,11,13,3,6,5,6
Montipora_capitata_PredGene_g9623.t1,3,0,3,45,0,19
Montipora_capitata_PredGene_g43760.t1,0,3,0,9,16,16
Montipora_capitata_PredGene_g27949.t1,0,0,0,7,7,15
Montipora_capitata_PredGene_g23100.t1,0,0,2,23,14,17
Montipora_capitata_PredGene_g50275.t1,0,0,0,7,13,13
Montipora_capitata_PredGene_adi2mcaRNA24291_R8.t1,16,92,8,13,12,13
Montipora_capitata_PredGene_g8172.t1,305,159,94,8,10,0
Montipora_capitata_PredGene_adi2mcaRNA34027_R6.t1,82,67,112,10,8,31
Montipora_capitata_PredGene_adi2mcaRNA14496_R0.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g53467.t1,292,247,236,10,10,3
Montipora_capitata_PredGene_g65683.t1,0,0,0,6,12,9
Montipora_capitata_PredGene_adi2mcaRNA13742_R0.t1,1076,1141,1101,50,45,63
Montipora_capitata_PredGene_adi2mcaRNA15585_R8.t1,0,0,0,11,8,6
Montipora_capitata_PredGene_g58069.t1,168,130,188,0,6,5
Montipora_capitata_PredGene_g26421.t1,44,25,30,22,18,24
Montipora_capitata_PredGene_adi2mcaRNA41672_R9.t1,0,0,0,2,4,5
Montipora_capitata_PredGene_adi2mcaRNA25374_R1.t1,169,141,158,23,16,39
Montipora_capitata_PredGene_g35344.t1,89,93,51,5,5,6
Montipora_capitata_PredGene_g37191.t1,0,0,0,6,3,7
Montipora_capitata_PredGene_g21227.t1,0,0,0,4,5,4
Montipora_capitata_PredGene_g39449.t1,521,286,459,53,22,46
Montipora_capitata_PredGene_g6643.t1,0,0,0,10,6,6
Montipora_capitata_PredGene_g28291.t1,106,91,103,31,33,28
Montipora_capitata_PredGene_g16494.t1,4,0,0,15,4,11
Montipora_capitata_PredGene_g10059.t1,0,0,0,11,0,0
Montipora_capitata_PredGene_g67604.t1,41,0,0,2,3,0
Montipora_capitata_PredGene_g43762.t1,0,8,54,24,22,26
Montipora_capitata_PredGene_adi2mcaRNA8339_R8.t1,0,0,0,30,10,0
Montipora_capitata_PredGene_g5858.t1,34,63,20,13,0,23
Montipora_capitata_PredGene_g43151.t1,0,0,1,18,19,26
Montipora_capitata_PredGene_g25306.t1,111,101,70,30,17,13
Montipora_capitata_PredGene_g46785.t1,0,0,0,8,9,1
Montipora_capitata_PredGene_g1048.t1,0,0,0,3,3,7
Montipora_capitata_PredGene_g48784.t1,5,10,4,4,9,5
Montipora_capitata_PredGene_g10043.t1,8,0,11,8,17,17
Montipora_capitata_PredGene_adi2mcaRNA39475_R8.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g38786.t1,342,248,375,8,5,0
Montipora_capitata_PredGene_g30737.t1,36,33,48,11,21,17
Montipora_capitata_PredGene_g32783.t1,271,141,193,16,12,14
Montipora_capitata_PredGene_g24744.t1,0,15,0,4,6,24
Montipora_capitata_PredGene_g45263.t1,231,224,98,10,12,15
Montipora_capitata_PredGene_g22694.t1,0,0,0,6,7,29
Montipora_capitata_PredGene_g62375.t1,17,0,0,7,10,0
Montipora_capitata_PredGene_g39571.t1,8,36,9,3,8,6
Montipora_capitata_PredGene_g32319.t1,27,14,5,17,11,16
Montipora_capitata_PredGene_g34550.t1,148,137,170,4,6,10
Montipora_capitata_PredGene_g3694.t1,0,0,0,4,1,7
Montipora_capitata_PredGene_g46317.t1,272,230,232,38,30,39
Montipora_capitata_PredGene_adi2mcaRNA31047_R0.t1,0,0,0,28,28,20
Montipora_capitata_PredGene_g7775.t1,0,0,0,3,0,5
Montipora_capitata_PredGene_g1495.t1,539,418,945,29,31,15
Montipora_capitata_PredGene_g59443.t1,0,0,0,27,16,13
Montipora_capitata_PredGene_g19835.t1,0,0,0,3,3,4
Montipora_capitata_PredGene_adi2mcaRNA23294_R0.t1,103,157,79,17,14,22
Montipora_capitata_PredGene_g25705.t1,0,0,0,2,3,3
Montipora_capitata_PredGene_adi2mcaRNA6690_R0.t1,159,76,104,5,19,11
Montipora_capitata_PredGene_g48029.t1,0,0,0,8,8,2
Montipora_capitata_PredGene_g41759.t1,38,33,23,6,10,9
Montipora_capitata_PredGene_g5778.t1,0,0,0,26,20,8
Montipora_capitata_PredGene_g65681.t1,0,4,0,0,9,18
Montipora_capitata_PredGene_g39817.t1,0,9,0,0,3,0
Montipora_capitata_PredGene_g67088.t1,0,0,0,6,9,11
Montipora_capitata_PredGene_g69696.t1,0,2,1,1,2,1
Montipora_capitata_PredGene_g20182.t1,152,117,84,25,28,16
Montipora_capitata_PredGene_g14593.t1,0,0,0,2,0,6
Montipora_capitata_PredGene_g56593.t1,0,0,0,1,2,2
Montipora_capitata_PredGene_g51954.t1,0,0,0,18,12,13
Montipora_capitata_PredGene_g43704.t1,0,0,111,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA24860_R9.t1,0,0,0,9,12,7
Montipora_capitata_PredGene_g44904.t1,12,44,4,7,3,5
Montipora_capitata_PredGene_g35050.t1,38,11,7,21,18,14
Montipora_capitata_PredGene_adi2mcaRNA5406_R3.t1,0,0,0,35,42,52
Montipora_capitata_PredGene_g46787.t1,0,0,0,3,10,4
Montipora_capitata_PredGene_g71243.t1,0,0,0,9,0,5
Montipora_capitata_PredGene_g25976.t1,318,1217,1055,6,0,6
Montipora_capitata_PredGene_g56312.t1,0,1,0,15,9,0
Montipora_capitata_PredGene_g19478.t1,0,0,0,5,6,7
Montipora_capitata_PredGene_g22908.t1,0,0,0,23,26,35
Montipora_capitata_PredGene_g43359.t1,186,329,222,11,13,7
Montipora_capitata_PredGene_adi2mcaRNA12049_R0.t1,0,0,0,9,3,13
Montipora_capitata_PredGene_g3696.t1,0,0,0,0,0,4
Montipora_capitata_PredGene_g48418.t1,0,0,0,0,3,0
Montipora_capitata_PredGene_g65218.t1,0,0,0,4,12,15
Montipora_capitata_PredGene_g59233.t1,0,0,0,0,21,2
Montipora_capitata_PredGene_g9852.t1,1,2,2,5,2,8
Montipora_capitata_PredGene_adi2mcaRNA17453_R1.t1,0,2,0,15,15,12
Montipora_capitata_PredGene_g68202.t1,2016,1258,2091,2,7,9
Montipora_capitata_PredGene_g53037.t1,0,0,0,0,1,2
Montipora_capitata_PredGene_g42171.t1,0,0,0,6,6,13
Montipora_capitata_PredGene_adi2mcaRNA28539_R0.t1,264,161,161,15,14,10
Montipora_capitata_PredGene_g60265.t1,0,0,0,8,0,6
Montipora_capitata_PredGene_g54839.t1,0,0,0,15,11,29
Montipora_capitata_PredGene_g52413.t1,2,1,1,9,7,4
Montipora_capitata_PredGene_g13994.t1,0,0,0,4,10,8
Montipora_capitata_PredGene_g13813.t1,2838,6862,6532,29,18,62
Montipora_capitata_PredGene_g14591.t1,28,0,61,5,9,0
Montipora_capitata_PredGene_g19106.t1,46,415,8,8,32,2
Montipora_capitata_PredGene_g13192.t1,0,0,0,1,5,15
Montipora_capitata_PredGene_g29067.t1,0,0,0,8,9,29
Montipora_capitata_PredGene_g50901.t1,3,5,0,20,24,23
Montipora_capitata_PredGene_g61742.t1,1,0,0,4,1,3
Montipora_capitata_PredGene_g29147.t1,3,1,3,27,22,28
Montipora_capitata_PredGene_g67507.t1,58,45,34,18,21,24
Montipora_capitata_PredGene_g6685.t1,572,288,275,8,8,14
Montipora_capitata_PredGene_g67710.t1,0,0,0,3,2,0
Montipora_capitata_PredGene_g19437.t1,0,0,0,30,16,12
Montipora_capitata_PredGene_g51956.t1,0,0,0,41,24,17
Montipora_capitata_PredGene_g36211.t1,0,0,0,2,5,17
Montipora_capitata_PredGene_g32437.t1,0,0,0,8,7,8
Montipora_capitata_PredGene_adi2mcaRNA405_R0.t1,2362,2802,1000,79,65,77
Montipora_capitata_PredGene_g47876.t1,0,0,0,20,13,16
Montipora_capitata_PredGene_g56726.t1,0,0,0,0,0,1
Montipora_capitata_PredGene_g26712.t1,0,0,0,3,0,2
Montipora_capitata_PredGene_adi2mcaRNA31509_R9.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g30836.t1,0,0,0,27,43,31
Montipora_capitata_PredGene_g22730.t1,0,0,0,7,5,3
Montipora_capitata_PredGene_g24355.t1,81,74,32,0,17,6
Montipora_capitata_PredGene_g24447.t1,10,0,5,12,20,30
Montipora_capitata_PredGene_adi2mcaRNA18791_R5.t1,0,4,0,27,22,16
Montipora_capitata_PredGene_g20480.t1,24,15,12,9,7,13
Montipora_capitata_PredGene_g56376.t1,0,0,0,6,12,8
Montipora_capitata_PredGene_g65163.t1,0,10,13,24,15,10
Montipora_capitata_PredGene_g23946.t1,0,0,0,27,26,23
Montipora_capitata_PredGene_adi2mcaRNA32375_R7.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g61032.t1,0,0,0,7,2,5
Montipora_capitata_PredGene_g67505.t1,109,60,119,8,10,7
Montipora_capitata_PredGene_adi2mcaRNA26975_R6.t1,4,7,0,4,5,0
Montipora_capitata_PredGene_g6687.t1,218,538,248,21,14,9
Montipora_capitata_PredGene_g61740.t1,0,0,0,6,6,7
Montipora_capitata_PredGene_g27351.t1,0,0,0,5,10,7
Montipora_capitata_PredGene_g39952.t1,0,0,0,9,7,10
Montipora_capitata_PredGene_g20521.t1,0,0,0,5,1,1
Montipora_capitata_PredGene_g50204.t1,0,0,0,6,2,3
Montipora_capitata_PredGene_g50063.t1,4,0,0,20,5,13
Montipora_capitata_PredGene_g51567.t1,0,0,0,22,17,19
Montipora_capitata_PredGene_g22880.t1,0,0,0,3,0,0
Montipora_capitata_PredGene_g41705.t1,0,0,0,5,4,4
Montipora_capitata_PredGene_g43720.t1,14376,10856,12176,10,13,23
Montipora_capitata_PredGene_g13190.t1,0,0,0,0,7,4
Montipora_capitata_PredGene_g35386.t1,9,5,15,14,8,5
Montipora_capitata_PredGene_g24445.t1,0,6,1,2,1,1
Montipora_capitata_PredGene_g3076.t1,3678,3287,4486,11,0,9
Montipora_capitata_PredGene_g21148.t1,0,0,0,4,7,2
Montipora_capitata_PredGene_g47763.t1,9,3,24,4,5,9
Montipora_capitata_PredGene_g31187.t1,0,0,0,10,3,4
Montipora_capitata_PredGene_adi2mcaRNA35782_R6.t1,4,0,0,13,19,6
Montipora_capitata_PredGene_g8206.t1,5,0,0,12,15,5
Montipora_capitata_PredGene_g6494.t1,11,19,18,4,6,0
Montipora_capitata_PredGene_g53927.t1,0,0,0,2,4,3
Montipora_capitata_PredGene_g38045.t1,8,8,4,8,6,8
Montipora_capitata_PredGene_g30834.t1,0,0,0,9,8,9
Montipora_capitata_PredGene_g4174.t1,0,0,0,11,12,17
Montipora_capitata_PredGene_g50061.t1,4,4,0,13,4,13
Montipora_capitata_PredGene_adi2mcaRNA28113_R0.t1,212,159,182,9,0,0
Montipora_capitata_PredGene_g56710.t1,0,0,0,10,5,0
Montipora_capitata_PredGene_g9614.t1,0,0,0,3,0,0
Montipora_capitata_PredGene_g43701.t1,0,0,0,6,6,9
Montipora_capitata_PredGene_g7303.t1,2,0,0,8,6,5
Montipora_capitata_PredGene_g25332.t1,41,14,40,35,30,26
Montipora_capitata_PredGene_adi2mcaRNA16885_R0.t1,83,57,34,7,12,4
Montipora_capitata_PredGene_g18859.t1,0,0,1,7,10,9
Montipora_capitata_PredGene_g37313.t1,3,5,13,6,6,9
Montipora_capitata_PredGene_g8287.t1,0,0,0,3,5,12
Montipora_capitata_PredGene_g3313.t1,2924,2056,1959,30,14,24
Montipora_capitata_PredGene_g65643.t1,0,0,0,7,20,13
Montipora_capitata_PredGene_g33431.t1,96,31,98,10,9,9
Montipora_capitata_PredGene_g1464.t1,46,80,56,17,26,14
Montipora_capitata_PredGene_g17805.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g65161.t1,0,2,0,10,14,19
Montipora_capitata_PredGene_g38622.t1,3,0,0,0,7,6
Montipora_capitata_PredGene_g41965.t1,688,804,557,92,72,85
Montipora_capitata_PredGene_g25687.t1,186,154,213,15,13,16
Montipora_capitata_PredGene_g6218.t1,0,0,8,0,4,6
Montipora_capitata_PredGene_g14754.t1,6,2,0,8,2,7
Montipora_capitata_PredGene_g43422.t1,16,14,13,5,0,4
Montipora_capitata_PredGene_g61336.t1,6,3,6,9,7,10
Montipora_capitata_PredGene_g32971.t1,2263,2024,2085,18,15,42
Montipora_capitata_PredGene_adi2mcaRNA28519_R0.t1,0,0,0,10,10,7
Montipora_capitata_PredGene_g47565.t1,883,916,929,32,30,34
Montipora_capitata_PredGene_adi2mcaRNA16134_R1.t1,0,0,0,0,4,0
Montipora_capitata_PredGene_g62130.t1,21,8,6,9,6,14
Montipora_capitata_PredGene_g8547.t1,2,0,0,6,7,4
Montipora_capitata_PredGene_adi2mcaRNA9523_R8.t1,461,619,615,157,120,192
Montipora_capitata_PredGene_g53925.t1,22,0,0,9,5,8
Montipora_capitata_PredGene_g33385.t1,0,0,0,7,4,3
Montipora_capitata_PredGene_g17282.t1,0,0,0,6,3,4
Montipora_capitata_PredGene_g35384.t1,3,0,0,9,9,6
Montipora_capitata_PredGene_g22882.t1,1,0,0,15,12,19
Montipora_capitata_PredGene_g15146.t1,8,2,3,10,7,10
Montipora_capitata_PredGene_g22934.t1,0,0,0,14,8,19
Montipora_capitata_PredGene_g6860.t1,5,3,3,19,20,10
Montipora_capitata_PredGene_g37050.t1,775,822,491,59,41,52
Montipora_capitata_PredGene_g40824.t1,0,0,0,4,10,15
Montipora_capitata_PredGene_g26107.t1,0,0,0,4,2,1
Montipora_capitata_PredGene_g67204.t1,0,0,0,12,10,7
Montipora_capitata_PredGene_adi2mcaRNA22627_R0.t1,556,329,423,20,27,25
Montipora_capitata_PredGene_g30663.t1,231,223,104,19,12,21
Montipora_capitata_PredGene_g17807.t1,0,0,0,3,3,5
Montipora_capitata_PredGene_g2771.t1,0,0,0,4,8,1
Montipora_capitata_PredGene_adi2mcaRNA26720_R3.t1,1891,1802,968,3,0,3
Montipora_capitata_PredGene_g1774.t1,0,0,0,1,6,5
Montipora_capitata_PredGene_g40489.t1,0,4,0,8,12,17
Montipora_capitata_PredGene_g55401.t1,352,178,159,24,22,14
Montipora_capitata_PredGene_g44554.t1,135,112,162,0,0,12
Montipora_capitata_PredGene_g15604.t1,1,0,0,6,6,3
Montipora_capitata_PredGene_g25236.t1,231,196,297,12,24,27
Montipora_capitata_PredGene_g5386.t1,0,0,0,0,3,0
Montipora_capitata_PredGene_g27779.t1,4,1,8,21,17,10
Montipora_capitata_PredGene_g8027.t1,3,30,17,5,7,2
Montipora_capitata_PredGene_adi2mcaRNA23425_R1.t1,0,0,0,17,16,22
Montipora_capitata_PredGene_g55667.t1,4,0,4,48,40,64
Montipora_capitata_PredGene_adi2mcaRNA22214_R0.t1,0,0,0,10,0,0
Montipora_capitata_PredGene_g61109.t1,2,5,0,0,5,3
Montipora_capitata_PredGene_g16977.t1,286,472,144,23,26,26
Montipora_capitata_PredGene_g30851.t1,0,0,0,0,3,3
Montipora_capitata_PredGene_g26731.t1,0,0,0,17,1,4
Montipora_capitata_PredGene_adi2mcaRNA13094_R0.t1,221,187,205,9,14,13
Montipora_capitata_PredGene_g46334.t1,407,240,228,39,33,61
Montipora_capitata_PredGene_g35429.t1,1072,771,974,51,0,36
Montipora_capitata_PredGene_g68017.t1,208,207,75,10,10,12
Montipora_capitata_PredGene_g24398.t1,17,0,0,0,0,0
Montipora_capitata_PredGene_g68734.t1,0,0,0,4,9,0
Montipora_capitata_PredGene_g31563.t1,0,0,0,4,5,4
Montipora_capitata_PredGene_g10698.t1,0,0,0,8,2,2
Montipora_capitata_PredGene_g44312.t1,0,0,0,7,8,7
Montipora_capitata_PredGene_g60437.t1,0,0,0,31,18,14
Montipora_capitata_PredGene_g37685.t1,597,488,188,35,27,32
Montipora_capitata_PredGene_g12389.t1,0,0,0,2,8,9
Montipora_capitata_PredGene_g35079.t1,121,115,53,5,6,4
Montipora_capitata_PredGene_g57199.t1,24,4,4,30,33,29
Montipora_capitata_PredGene_g67876.t1,0,0,0,8,8,15
Montipora_capitata_PredGene_g43858.t1,16,16,6,38,37,29
Montipora_capitata_PredGene_g55955.t1,8,0,0,1,0,0
Montipora_capitata_PredGene_adi2mcaRNA32126_R4.t1,0,0,0,9,6,16
Montipora_capitata_PredGene_g33387.t1,0,9,7,4,11,5
Montipora_capitata_PredGene_g45046.t1,0,0,0,0,22,18
Montipora_capitata_PredGene_g62858.t1,580,419,381,25,24,27
Montipora_capitata_PredGene_g32973.t1,481,405,191,14,25,24
Montipora_capitata_PredGene_g28285.t1,49,50,24,10,8,12
Montipora_capitata_PredGene_g51255.t1,118,226,234,6,8,10
Montipora_capitata_PredGene_g25685.t1,1861,1984,1095,50,40,44
Montipora_capitata_PredGene_adi2mcaRNA823_R0.t1,1818,1673,2044,0,5,5
Montipora_capitata_PredGene_g35312.t1,0,4,14,9,17,16
Montipora_capitata_PredGene_adi2mcaRNA2031_R5.t1,30,40,44,14,0,5
Montipora_capitata_PredGene_g42034.t1,40,31,11,0,3,0
Montipora_capitata_PredGene_g42079.t1,1,0,1,10,7,7
Montipora_capitata_PredGene_g38594.t1,525,369,488,9,10,9
Montipora_capitata_PredGene_g46336.t1,94,141,68,6,0,7
Montipora_capitata_PredGene_g59741.t1,0,0,0,8,8,7
Montipora_capitata_PredGene_adi2mcaRNA36294_R0.t1,0,0,0,45,49,45
Montipora_capitata_PredGene_g37266.t1,118,104,66,18,17,23
Montipora_capitata_PredGene_g15606.t1,1,0,0,4,10,4
Montipora_capitata_PredGene_g22754.t1,1731,1516,1079,34,40,48
Montipora_capitata_PredGene_g30661.t1,167,204,131,24,12,7
Montipora_capitata_PredGene_g14479.t1,4,0,1,23,31,19
Montipora_capitata_PredGene_g35018.t1,388,314,211,8,8,19
Montipora_capitata_PredGene_g22936.t1,0,0,0,6,6,3
Montipora_capitata_PredGene_g2523.t1,500,328,419,33,15,26
Montipora_capitata_PredGene_adi2mcaRNA18764_R0.t1,93,68,123,4,16,18
Montipora_capitata_PredGene_adi2mcaRNA34705_R1.t1,0,7,0,19,28,22
Montipora_capitata_PredGene_adi2mcaRNA32430_R1.t1,0,0,0,25,4,45
Montipora_capitata_PredGene_g56.t1,10,6,14,29,25,44
Montipora_capitata_PredGene_g45044.t1,0,3,9,19,50,49
Montipora_capitata_PredGene_g50230.t1,0,0,0,6,4,2
Montipora_capitata_PredGene_g21947.t1,0,7,0,9,13,9
Montipora_capitata_PredGene_adi2mcaRNA28807_R5.t1,0,0,0,0,6,0
Montipora_capitata_PredGene_g48104.t1,714,854,755,7,10,12
Montipora_capitata_PredGene_g51731.t1,15,47,31,6,3,6
Montipora_capitata_PredGene_g27919.t1,311,204,527,6,5,0
Montipora_capitata_PredGene_g55665.t1,4,16,9,19,16,20
Montipora_capitata_PredGene_adi2mcaRNA41568_R6.t1,0,0,0,14,2,2
Montipora_capitata_PredGene_g61048.t1,0,0,0,13,10,6
Montipora_capitata_PredGene_g10939.t1,0,0,0,5,1,2
Montipora_capitata_PredGene_adi2mcaRNA32703_R0.t1,2005,684,245,31,20,48
Montipora_capitata_PredGene_g46574.t1,0,0,0,1,3,5
Montipora_capitata_PredGene_g18574.t1,14,0,7,0,0,2
Montipora_capitata_PredGene_g46433.t1,4,0,4,5,10,3
Montipora_capitata_PredGene_g68236.t1,0,1,0,6,2,8
Montipora_capitata_PredGene_adi2mcaRNA14707_R2.t1,2,4,0,6,6,7
Montipora_capitata_PredGene_g67789.t1,362,329,292,30,10,30
Montipora_capitata_PredGene_adi2mcaRNA36616_R1.t1,462,147,158,8,17,18
Montipora_capitata_PredGene_adi2mcaRNA2052_R1.t1,199,325,221,10,0,0
Montipora_capitata_PredGene_g6416.t1,0,0,0,18,16,12
Montipora_capitata_PredGene_g65261.t1,47,35,25,14,6,11
Montipora_capitata_PredGene_g17155.t1,0,0,0,0,1,1
Montipora_capitata_PredGene_g7664.t1,10,0,0,15,0,10
Montipora_capitata_PredGene_g29548.t1,0,0,0,15,18,11
Montipora_capitata_PredGene_g60435.t1,68,28,39,19,21,19
Montipora_capitata_PredGene_g39966.t1,233,912,496,15,13,11
Montipora_capitata_PredGene_adi2mcaRNA15668_R1.t1,0,0,0,19,10,15
Montipora_capitata_PredGene_adi2mcaRNA38234_R1.t1,35,27,36,27,11,33
Montipora_capitata_PredGene_g36113.t1,0,0,0,20,0,9
Montipora_capitata_PredGene_g4649.t1,727,1510,578,78,53,65
Montipora_capitata_PredGene_g26678.t1,0,0,0,8,18,12
Montipora_capitata_PredGene_g70158.t1,0,0,0,2,5,11
Montipora_capitata_PredGene_g61096.t1,3,13,4,15,3,11
Montipora_capitata_PredGene_g51733.t1,595,526,584,6,8,11
Montipora_capitata_PredGene_g66008.t1,0,0,0,11,4,13
Montipora_capitata_PredGene_adi2mcaRNA7330_R7.t1,17,13,31,10,9,0
Montipora_capitata_PredGene_g34966.t1,1016,753,736,69,53,80
Montipora_capitata_PredGene_g64481.t1,337,273,222,25,33,35
Montipora_capitata_PredGene_g22756.t1,0,0,63,5,0,5
Montipora_capitata_PredGene_g71274.t1,561,0,613,4,0,7
Montipora_capitata_PredGene_g25519.t1,56,204,32,102,95,68
Montipora_capitata_PredGene_g7528.t1,229,187,510,4,6,5
Montipora_capitata_PredGene_g422.t1,6,2,0,18,34,0
Montipora_capitata_PredGene_g8204.t1,0,0,15,12,2,6
Montipora_capitata_PredGene_g21108.t1,319,0,8,6,0,0
Montipora_capitata_PredGene_adi2mcaRNA13181_R3.t1,0,0,0,0,3,4
Montipora_capitata_PredGene_g54992.t1,20,0,16,23,23,16
