"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"247","GO:0006225",1,0.634492951825419,0,1,"UDP biosynthetic process","BP"
"248","GO:0006259",1,0.754460999884666,0,1,"DNA metabolic process","BP"
"249","GO:0006260",1,0.754460999884666,0,1,"DNA replication","BP"
"250","GO:0006270",1,0.570007360795688,0,2,"DNA replication initiation","BP"
"251","GO:0006279",1,0.755853269898421,0,1,"premeiotic DNA replication","BP"
"253","GO:0006325",1,0.746673517658529,0,1,"chromatin organization","BP"
"255","GO:0006355",1,0.555677644543621,0,2,"regulation of transcription, DNA-templated","BP"
"257","GO:0006364",1,0.512022230957359,0,2,"rRNA processing","BP"
"259","GO:0006391",1,0.741636406674299,0,1,"transcription initiation from mitochondrial promoter","BP"
"260","GO:0006397",1,0.755836374483254,0,1,"mRNA processing","BP"
"261","GO:0006412",1,0.755853269905787,0,1,"translation","BP"
"264","GO:0006471",1,0.702787215070141,0,1,"protein ADP-ribosylation","BP"
"265","GO:0006486",1,0.75585326991169,0,1,"protein glycosylation","BP"
"266","GO:0006487",1,0.75585326991169,0,1,"protein N-linked glycosylation","BP"
"267","GO:0006497",1,0.755853270694667,0,1,"protein lipidation","BP"
"269","GO:0006583",1,0.755853269897504,0,1,"melanin biosynthetic process from tyrosine","BP"
"270","GO:0006605",1,0.755853270022098,0,1,"protein targeting","BP"
"272","GO:0006611",1,0.755853269898529,0,1,"protein export from nucleus","BP"
"273","GO:0006625",1,0.656722542212934,0,1,"protein targeting to peroxisome","BP"
"274","GO:0006629",1,0.755853270694667,0,1,"lipid metabolic process","BP"
"275","GO:0006684",1,0.755853270694667,0,1,"sphingomyelin metabolic process","BP"
"276","GO:0006687",1,0.755853270694667,0,1,"glycosphingolipid metabolic process","BP"
"277","GO:0006750",1,0.75536987872643,0,1,"glutathione biosynthetic process","BP"
"279","GO:0006779",1,0.568141597247238,0,2,"porphyrin-containing compound biosynthetic process","BP"
"281","GO:0006813",1,0.747805629089512,0,1,"potassium ion transport","BP"
"282","GO:0006814",1,0.755853269897556,0,1,"sodium ion transport","BP"
"283","GO:0006816",1,0.570967155451725,0,2,"calcium ion transport","BP"
"286","GO:0006828",1,0.755729694079971,0,1,"manganese ion transport","BP"
"287","GO:0006836",1,0.570694947123664,0,2,"neurotransmitter transport","BP"
"288","GO:0006839",1,0.724664645885736,0,1,"mitochondrial transport","BP"
"289","GO:0006862",1,0.724664645885736,0,1,"nucleotide transport","BP"
"290","GO:0006865",1,0.570694947123664,0,2,"amino acid transport","BP"
"291","GO:0006869",1,0.755853270694667,0,1,"lipid transport","BP"
"292","GO:0006874",1,0.755853269897801,0,1,"cellular calcium ion homeostasis","BP"
"294","GO:0006883",1,0.75536987872643,0,1,"cellular sodium ion homeostasis","BP"
"296","GO:0006887",1,0.568141597247238,0,2,"exocytosis","BP"
"299","GO:0006911",1,0.755853270694667,0,1,"phagocytosis, engulfment","BP"
"301","GO:0006915",1,0.21004752531829,0,5,"apoptotic process","BP"
"302","GO:0006919",1,0.754570770232612,0,1,"activation of cysteine-type endopeptidase activity involved in apoptotic process","BP"
"303","GO:0006935",1,0.75585326989815,0,1,"chemotaxis","BP"
"304","GO:0006936",1,0.747805629089512,0,1,"muscle contraction","BP"
"305","GO:0006937",1,0.747805629089512,0,1,"regulation of muscle contraction","BP"
"306","GO:0006955",1,0.703929669693953,0,1,"immune response","BP"
"309","GO:0006986",1,0.702787215070141,0,1,"response to unfolded protein","BP"
"311","GO:0007009",1,0.751994752405708,0,1,"plasma membrane organization","BP"
"312","GO:0007010",1,0.568141597247238,0,2,"cytoskeleton organization","BP"
"313","GO:0007018",1,0.570807465005327,0,2,"microtubule-based movement","BP"
"319","GO:0007051",1,0.755853269971484,0,1,"spindle organization","BP"
"320","GO:0007052",1,0.755853269918733,0,1,"mitotic spindle organization","BP"
"321","GO:0007095",1,0.754460999884666,0,1,"mitotic G2 DNA damage checkpoint signaling","BP"
"322","GO:0007100",1,0.755853269918733,0,1,"mitotic centrosome separation","BP"
"323","GO:0007131",1,0.754460999884666,0,1,"reciprocal meiotic recombination","BP"
"325","GO:0007156",1,0.755853269950144,0,1,"homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"326","GO:0007160",1,0.755853269950144,0,1,"cell-matrix adhesion","BP"
"327","GO:0007162",1,0.755853269950144,0,1,"negative regulation of cell adhesion","BP"
"329","GO:0007166",1,0.755853269898367,0,1,"cell surface receptor signaling pathway","BP"
"330","GO:0007169",1,0.571060643392687,0,2,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"331","GO:0007173",1,0.755853270022098,0,1,"epidermal growth factor receptor signaling pathway","BP"
"332","GO:0007185",1,0.755853270755243,0,1,"transmembrane receptor protein tyrosine phosphatase signaling pathway","BP"
"334","GO:0007187",1,0.755853269898367,0,1,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","BP"
"340","GO:0007204",1,0.755729694079971,0,1,"positive regulation of cytosolic calcium ion concentration","BP"
"341","GO:0007216",1,0.754159621766908,0,1,"G protein-coupled glutamate receptor signaling pathway","BP"
"345","GO:0007264",1,0.692664065034379,0,1,"small GTPase mediated signal transduction","BP"
"346","GO:0007265",1,0.692664065034379,0,1,"Ras protein signal transduction","BP"
"347","GO:0007267",1,0.431254423842669,0,3,"cell-cell signaling","BP"
"349","GO:0007271",1,0.755853269897801,0,1,"synaptic transmission, cholinergic","BP"
"351","GO:0007368",1,0.570807465005327,0,2,"determination of left/right symmetry","BP"
"352","GO:0007369",1,0.625017543537694,0,1,"gastrulation","BP"
"353","GO:0007399",1,0.245415928344207,0,5,"nervous system development","BP"
"354","GO:0007409",1,0.568141597892357,0,2,"axonogenesis","BP"
"357","GO:0007417",1,0.755853270755243,0,1,"central nervous system development","BP"
"365","GO:0007565",1,0.53178109263134,0,2,"female pregnancy","BP"
"366","GO:0007566",1,0.755853269901264,0,1,"embryo implantation","BP"
"367","GO:0007568",1,0.754570770232612,0,1,"aging","BP"
"368","GO:0007584",1,0.755853269901267,0,1,"response to nutrient","BP"
"369","GO:0007595",1,0.571060644001766,0,2,"lactation","BP"
"371","GO:0007605",1,0.324588992332014,0,4,"sensory perception of sound","BP"
"374","GO:0007611",1,0.755853269897801,0,1,"learning or memory","BP"
"375","GO:0007613",1,0.426650653367314,0,3,"memory","BP"
"376","GO:0007614",1,0.755853269897801,0,1,"short-term memory","BP"
"377","GO:0007623",1,0.569779362033132,0,2,"circadian rhythm","BP"
"378","GO:0007626",1,0.571060644249215,0,2,"locomotory behavior","BP"
"379","GO:0007632",1,0.75536987872643,0,1,"visual behavior","BP"
"380","GO:0008013",1,0.755729694079971,0,1,"beta-catenin binding","MF"
"384","GO:0008035",1,0.755853270694667,0,1,"high-density lipoprotein particle binding","MF"
"385","GO:0008047",1,0.754570770232612,0,1,"enzyme activator activity","MF"
"386","GO:0008083",1,0.703929669693953,0,1,"growth factor activity","MF"
"387","GO:0008088",1,0.570807465285248,0,2,"axo-dendritic transport","BP"
"388","GO:0008089",1,0.755853269918733,0,1,"anterograde axonal transport","BP"
"390","GO:0008093",1,0.568141597247238,0,2,"cytoskeletal anchor activity","MF"
"392","GO:0008168",1,0.741636406674299,0,1,"methyltransferase activity","MF"
"393","GO:0008179",1,0.755853269897801,0,1,"adenylate cyclase binding","MF"
"395","GO:0008202",1,0.755853270694667,0,1,"steroid metabolic process","BP"
"396","GO:0008203",1,0.755853270694667,0,1,"cholesterol metabolic process","BP"
"398","GO:0008234",1,0.754570770232612,0,1,"cysteine-type peptidase activity","MF"
"399","GO:0008236",1,0.531781092677665,0,2,"serine-type peptidase activity","MF"
"402","GO:0008277",1,0.754159621766908,0,1,"regulation of G protein-coupled receptor signaling pathway","BP"
"403","GO:0008283",1,0.755853269897504,0,1,"cell population proliferation","BP"
"404","GO:0008284",1,0.245573818541973,0,5,"positive regulation of cell population proliferation","BP"
"405","GO:0008285",1,0.395109727176444,0,3,"negative regulation of cell population proliferation","BP"
"406","GO:0008303",1,0.754570770232612,0,1,"caspase complex","CC"
"407","GO:0008306",1,0.755853269897801,0,1,"associative learning","BP"
"408","GO:0008320",1,0.755853270694667,0,1,"protein transmembrane transporter activity","MF"
"410","GO:0008344",1,0.571060643999576,0,2,"adult locomotory behavior","BP"
"411","GO:0008361",1,0.755853270200313,0,1,"regulation of cell size","BP"
"412","GO:0008375",1,0.75585326991169,0,1,"acetylglucosaminyltransferase activity","MF"
"413","GO:0008380",1,0.755836374483254,0,1,"RNA splicing","BP"
"414","GO:0008509",1,0.75536987872643,0,1,"anion transmembrane transporter activity","MF"
"415","GO:0008517",1,0.724664645885736,0,1,"folic acid transmembrane transporter activity","MF"
"416","GO:0008520",1,0.755853269897556,0,1,"L-ascorbate:sodium symporter activity","MF"
"417","GO:0008528",1,0.755853269898367,0,1,"G protein-coupled peptide receptor activity","MF"
"419","GO:0008574",1,0.755853269918733,0,1,"plus-end-directed microtubule motor activity","MF"
"420","GO:0008625",1,0.754570770232612,0,1,"extrinsic apoptotic signaling pathway via death domain receptors","BP"
"421","GO:0008630",1,0.754570770232612,0,1,"intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"422","GO:0008635",1,0.754570770232612,0,1,"activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c","BP"
"423","GO:0008643",1,0.703929669693953,0,1,"carbohydrate transport","BP"
"424","GO:0008649",1,0.741636406674299,0,1,"rRNA methyltransferase activity","MF"
"425","GO:0008860",1,0.755853269898153,0,1,"ferredoxin-NAD+ reductase activity","MF"
"426","GO:0009041",1,0.634492951825419,0,1,"uridylate kinase activity","MF"
"429","GO:0009220",1,0.634492951825419,0,1,"pyrimidine ribonucleotide biosynthetic process","BP"
"431","GO:0009306",1,0.755853270694667,0,1,"protein secretion","BP"
"433","GO:0009409",1,0.570090404358128,0,2,"response to cold","BP"
"435","GO:0009411",1,0.570090404358678,0,2,"response to UV","BP"
"436","GO:0009416",1,0.75536987872643,0,1,"response to light stimulus","BP"
"437","GO:0009449",1,0.75536987872643,0,1,"gamma-aminobutyric acid biosynthetic process","BP"
"440","GO:0009611",1,0.75536987872643,0,1,"response to wounding","BP"
"441","GO:0009617",1,0.75585326991562,0,1,"response to bacterium","BP"
"442","GO:0009636",1,0.755853269897556,0,1,"response to toxic substance","BP"
"443","GO:0009637",1,0.755853269897504,0,1,"response to blue light","BP"
"444","GO:0009725",1,0.692664065034379,0,1,"response to hormone","BP"
"447","GO:0009755",1,0.755853269898367,0,1,"hormone-mediated signaling pathway","BP"
"448","GO:0009792",1,0.755853269898529,0,1,"embryo development ending in birth or egg hatching","BP"
"449","GO:0009793",1,0.755853270200313,0,1,"embryo development ending in seed dormancy","BP"
"452","GO:0009897",1,0.431254424258641,0,3,"external side of plasma membrane","CC"
"453","GO:0009898",1,0.568141597247238,0,2,"cytoplasmic side of plasma membrane","CC"
"454","GO:0009925",1,0.244196576390685,0,5,"basal plasma membrane","CC"
"455","GO:0009941",1,0.724664645885736,0,1,"chloroplast envelope","CC"
"457","GO:0009968",1,0.755853269909499,0,1,"negative regulation of signal transduction","BP"
"458","GO:0009986",1,0.138803299514723,0,7,"cell surface","CC"
"459","GO:0010008",1,0.755853270694667,0,1,"endosome membrane","CC"
"460","GO:0010035",1,0.570694947173353,0,2,"response to inorganic substance","BP"
"461","GO:0010157",1,0.755853269966991,0,1,"response to chlorate","BP"
"462","GO:0010165",1,0.755853269898529,0,1,"response to X-ray","BP"
"463","GO:0010212",1,0.754460999884666,0,1,"response to ionizing radiation","BP"
"464","GO:0010225",1,0.755853269898529,0,1,"response to UV-C","BP"
"465","GO:0010259",1,0.75536987872643,0,1,"multicellular organism aging","BP"
"466","GO:0010467",1,0.755853269998048,0,1,"gene expression","BP"
"468","GO:0010492",1,0.755853270200313,0,1,"maintenance of shoot apical meristem identity","BP"
"469","GO:0010494",1,0.755853270200313,0,1,"cytoplasmic stress granule","CC"
"471","GO:0010507",1,0.755853270200313,0,1,"negative regulation of autophagy","BP"
"473","GO:0010564",1,0.751994752405708,0,1,"regulation of cell cycle process","BP"
"474","GO:0010571",1,0.755853269898421,0,1,"positive regulation of nuclear cell cycle DNA replication","BP"
"475","GO:0010595",1,0.755853269950144,0,1,"positive regulation of endothelial cell migration","BP"
"477","GO:0010638",1,0.568141597247238,0,2,"positive regulation of organelle organization","BP"
"478","GO:0010650",1,0.751994752405708,0,1,"positive regulation of cell communication by electrical coupling","BP"
"479","GO:0010715",1,0.755853269901264,0,1,"regulation of extracellular matrix disassembly","BP"
"481","GO:0010745",1,0.755853270694667,0,1,"negative regulation of macrophage derived foam cell differentiation","BP"
"482","GO:0010763",1,0.755853269901264,0,1,"positive regulation of fibroblast migration","BP"
"483","GO:0010765",1,0.751994752405708,0,1,"positive regulation of sodium ion transport","BP"
"484","GO:0010800",1,0.57096715568055,0,2,"positive regulation of peptidyl-threonine phosphorylation","BP"
"485","GO:0010803",1,0.754570770232612,0,1,"regulation of tumor necrosis factor-mediated signaling pathway","BP"
"487","GO:0010872",1,0.755853270694667,0,1,"regulation of cholesterol esterification","BP"
"488","GO:0010875",1,0.755853270694667,0,1,"positive regulation of cholesterol efflux","BP"
"489","GO:0010887",1,0.755853270694667,0,1,"negative regulation of cholesterol storage","BP"
"492","GO:0010960",1,0.751994752405708,0,1,"magnesium ion homeostasis","BP"
"493","GO:0010971",1,0.755853269898421,0,1,"positive regulation of G2/M transition of mitotic cell cycle","BP"
"494","GO:0010976",1,0.755853270022098,0,1,"positive regulation of neuron projection development","BP"
"498","GO:0014047",1,0.755853270288921,0,1,"glutamate secretion","BP"
"499","GO:0014051",1,0.570967155747562,0,2,"gamma-aminobutyric acid secretion","BP"
"500","GO:0014061",1,0.755853269897801,0,1,"regulation of norepinephrine secretion","BP"
"501","GO:0014068",1,0.431254423908855,0,3,"positive regulation of phosphatidylinositol 3-kinase signaling","BP"
"502","GO:0014069",1,0.324797543051332,0,4,"postsynaptic density","CC"
"504","GO:0014704",1,0.751994752405708,0,1,"intercalated disc","CC"
"505","GO:0014731",1,0.568141597247238,0,2,"spectrin-associated cytoskeleton","CC"
"506","GO:0014909",1,0.755853269901264,0,1,"smooth muscle cell migration","BP"
"509","GO:0015081",1,0.755853269897556,0,1,"sodium ion transmembrane transporter activity","MF"
"510","GO:0015172",1,0.75536987872643,0,1,"acidic amino acid transmembrane transporter activity","MF"
"511","GO:0015175",1,0.570694947123664,0,2,"neutral amino acid transmembrane transporter activity","MF"
"512","GO:0015229",1,0.755853269897556,0,1,"L-ascorbic acid transmembrane transporter activity","MF"
"513","GO:0015230",1,0.724664645885736,0,1,"FAD transmembrane transporter activity","MF"
"514","GO:0015271",1,0.747805629089512,0,1,"outward rectifier potassium channel activity","MF"
"515","GO:0015276",1,0.755853269954559,0,1,"ligand-gated ion channel activity","MF"
"516","GO:0015279",1,0.755729694079971,0,1,"store-operated calcium channel activity","MF"
"517","GO:0015293",1,0.430977889083143,0,3,"symporter activity","MF"
"519","GO:0015464",1,0.755853269897801,0,1,"acetylcholine receptor activity","MF"
"520","GO:0015485",1,0.755853270694667,0,1,"cholesterol binding","MF"
"521","GO:0015501",1,0.75536987872643,0,1,"glutamate:sodium symporter activity","MF"
"523","GO:0015630",1,0.755853269918733,0,1,"microtubule cytoskeleton","CC"
"525","GO:0015643",1,0.755853269897801,0,1,"toxic substance binding","MF"
"526","GO:0015786",1,0.703929669693953,0,1,"UDP-glucose transmembrane transport","BP"
"527","GO:0015804",1,0.570694947123664,0,2,"neutral amino acid transport","BP"
"528","GO:0015813",1,0.75536987872643,0,1,"L-glutamate transmembrane transport","BP"
"529","GO:0015816",1,0.755853269901267,0,1,"glycine transport","BP"
"530","GO:0015820",1,0.755853269901267,0,1,"leucine transport","BP"
"531","GO:0015824",1,0.755853269901267,0,1,"proline transport","BP"
"532","GO:0015871",1,0.755853269909499,0,1,"choline transport","BP"
"533","GO:0015882",1,0.755853269897556,0,1,"L-ascorbic acid transmembrane transport","BP"
"534","GO:0015884",1,0.724664645885736,0,1,"folic acid transport","BP"
"535","GO:0015914",1,0.755853270694667,0,1,"phospholipid transport","BP"
"536","GO:0015949",1,0.634492951825419,0,1,"nucleobase-containing small molecule interconversion","BP"
"539","GO:0016055",1,0.755518609163915,0,1,"Wnt signaling pathway","BP"
"540","GO:0016079",1,0.755853270288921,0,1,"synaptic vesicle exocytosis","BP"
"541","GO:0016192",1,0.571060643367352,0,2,"vesicle-mediated transport","BP"
"542","GO:0016197",1,0.755853270694667,0,1,"endosomal transport","BP"
"548","GO:0016324",1,0.245614188934174,0,5,"apical plasma membrane","CC"
"549","GO:0016328",1,0.751994752405708,0,1,"lateral plasma membrane","CC"
"551","GO:0016339",1,0.755853269950144,0,1,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"554","GO:0016485",1,0.570090404410385,0,2,"protein processing","BP"
"555","GO:0016486",1,0.755853269966991,0,1,"peptide hormone processing","BP"
"557","GO:0016500",1,0.755853269898367,0,1,"protein-hormone receptor activity","MF"
"558","GO:0016525",1,0.755853269950144,0,1,"negative regulation of angiogenesis","BP"
"560","GO:0016529",1,0.568141597247238,0,2,"sarcoplasmic reticulum","CC"
"561","GO:0016540",1,0.755853269966991,0,1,"protein autoprocessing","BP"
"562","GO:0016595",1,0.75536987872643,0,1,"glutamate binding","MF"
"563","GO:0016597",1,0.75536987872643,0,1,"amino acid binding","MF"
"565","GO:0016605",1,0.754460999884666,0,1,"PML body","CC"
"566","GO:0016607",1,0.510116287400511,0,2,"nuclear speck","CC"
"567","GO:0016651",1,0.755853269898153,0,1,"oxidoreductase activity, acting on NAD(P)H","MF"
"568","GO:0016668",1,0.755853269898153,0,1,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","MF"
"570","GO:0016747",1,0.699296435606264,0,1,"acyltransferase activity, transferring groups other than amino-acyl groups","MF"
"571","GO:0016757",1,0.530916882253763,0,2,"glycosyltransferase activity","MF"
"575","GO:0016829",1,0.703929669693953,0,1,"lyase activity","MF"
"576","GO:0016887",1,0.571060643969169,0,2,"ATP hydrolysis activity","MF"
"577","GO:0016939",1,0.755853269918733,0,1,"kinesin II complex","CC"
"579","GO:0017081",1,0.755853269897801,0,1,"chloride channel regulator activity","MF"
"580","GO:0017124",1,0.754570770232612,0,1,"SH3 domain binding","MF"
"583","GO:0018108",1,0.571060643392687,0,2,"peptidyl-tyrosine phosphorylation","BP"
"584","GO:0018242",1,0.75585326991169,0,1,"protein O-linked glycosylation via serine","BP"
"585","GO:0018279",1,0.75585326991169,0,1,"protein N-linked glycosylation via asparagine","BP"
"587","GO:0019003",1,0.692664065034379,0,1,"GDP binding","MF"
"588","GO:0019082",1,0.530916882253763,0,2,"viral protein processing","BP"
"590","GO:0019228",1,0.568141597246995,0,2,"neuronal action potential","BP"
"592","GO:0019838",1,0.755853269950144,0,1,"growth factor binding","MF"
"593","GO:0019852",1,0.755853269897556,0,1,"L-ascorbic acid metabolic process","BP"
"594","GO:0019894",1,0.755518609163915,0,1,"kinesin binding","MF"
"596","GO:0019899",1,0.429047086450335,0,3,"enzyme binding","MF"
"598","GO:0019901",1,0.245195217258197,0,5,"protein kinase binding","MF"
"599","GO:0019903",1,0.568141597247238,0,2,"protein phosphatase binding","MF"
"600","GO:0019904",1,0.754159621766908,0,1,"protein domain specific binding","MF"
"601","GO:0019905",1,0.755853270694667,0,1,"syntaxin binding","MF"
"602","GO:0019933",1,0.755853269950144,0,1,"cAMP-mediated signaling","BP"
"603","GO:0021537",1,0.75536987872643,0,1,"telencephalon development","BP"
"604","GO:0021545",1,0.75536987872643,0,1,"cranial nerve development","BP"
"606","GO:0021766",1,0.755853269950144,0,1,"hippocampus development","BP"
"608","GO:0021859",1,0.755853270065425,0,1,"pyramidal neuron differentiation","BP"
"610","GO:0021983",1,0.755853269966991,0,1,"pituitary gland development","BP"
"611","GO:0022008",1,0.755853269966991,0,1,"neurogenesis","BP"
"613","GO:0022841",1,0.747805629089512,0,1,"potassium ion leak channel activity","MF"
"614","GO:0022848",1,0.755853269897801,0,1,"acetylcholine-gated cation-selective channel activity","MF"
"615","GO:0022857",1,0.392957794589217,0,3,"transmembrane transporter activity","MF"
"616","GO:0023061",1,0.755853270694667,0,1,"signal release","BP"
"618","GO:0030027",1,0.74586338817685,0,1,"lamellipodium","CC"
"621","GO:0030032",1,0.74586338817685,0,1,"lamellipodium assembly","BP"
"624","GO:0030056",1,0.755853270022098,0,1,"hemidesmosome","CC"
"626","GO:0030097",1,0.755853269950144,0,1,"hemopoiesis","BP"
"627","GO:0030101",1,0.754570770232612,0,1,"natural killer cell activation","BP"
"630","GO:0030133",1,0.755853269966991,0,1,"transport vesicle","CC"
"631","GO:0030139",1,0.755853270694667,0,1,"endocytic vesicle","CC"
"632","GO:0030141",1,0.755853269966991,0,1,"secretory granule","CC"
"633","GO:0030144",1,0.75585326991169,0,1,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity","MF"
"634","GO:0030145",1,0.531781092638691,0,2,"manganese ion binding","MF"
"638","GO:0030160",1,0.754159621766908,0,1,"synaptic receptor adaptor activity","MF"
"639","GO:0030165",1,0.755853270288921,0,1,"PDZ domain binding","MF"
"640","GO:0030173",1,0.703929669693953,0,1,"integral component of Golgi membrane","CC"
"641","GO:0030174",1,0.754460999884666,0,1,"regulation of DNA-dependent DNA replication initiation","BP"
"642","GO:0030175",1,0.755853270022098,0,1,"filopodium","CC"
"643","GO:0030176",1,0.520810224999331,0,2,"integral component of endoplasmic reticulum membrane","CC"
"644","GO:0030182",1,0.755729694079971,0,1,"neuron differentiation","BP"
"645","GO:0030183",1,0.755853269898367,0,1,"B cell differentiation","BP"
"646","GO:0030199",1,0.755853269901264,0,1,"collagen fibril organization","BP"
"648","GO:0030220",1,0.754570770232612,0,1,"platelet formation","BP"
"649","GO:0030225",1,0.754570770232612,0,1,"macrophage differentiation","BP"
"650","GO:0030246",1,0.752721107039892,0,1,"carbohydrate binding","MF"
"651","GO:0030247",1,0.703929669693953,0,1,"polysaccharide binding","MF"
"653","GO:0030285",1,0.755853269901267,0,1,"integral component of synaptic vesicle membrane","CC"
"654","GO:0030291",1,0.755853270200313,0,1,"protein serine/threonine kinase inhibitor activity","MF"
"655","GO:0030295",1,0.755853270200313,0,1,"protein kinase activator activity","MF"
"656","GO:0030301",1,0.755853270694667,0,1,"cholesterol transport","BP"
"657","GO:0030307",1,0.755853270200313,0,1,"positive regulation of cell growth","BP"
"658","GO:0030308",1,0.523259301923031,0,2,"negative regulation of cell growth","BP"
"659","GO:0030315",1,0.751994752405708,0,1,"T-tubule","CC"
"660","GO:0030317",1,0.755853269897801,0,1,"flagellated sperm motility","BP"
"661","GO:0030322",1,0.747805629089512,0,1,"stabilization of membrane potential","BP"
"663","GO:0030331",1,0.692664065034379,0,1,"estrogen receptor binding","MF"
"665","GO:0030335",1,0.75585326991169,0,1,"positive regulation of cell migration","BP"
"666","GO:0030414",1,0.716732613886378,0,1,"peptidase inhibitor activity","MF"
"670","GO:0030433",1,0.740284402069642,0,1,"ubiquitin-dependent ERAD pathway","BP"
"671","GO:0030496",1,0.571060643366881,0,2,"midbody","CC"
"672","GO:0030500",1,0.755853269901264,0,1,"regulation of bone mineralization","BP"
"674","GO:0030507",1,0.568141597247238,0,2,"spectrin binding","MF"
"675","GO:0030534",1,0.75536987872643,0,1,"adult behavior","BP"
"676","GO:0030544",1,0.49959071444443,0,2,"Hsp70 protein binding","MF"
"677","GO:0030587",1,0.74586338817685,0,1,"sorocarp development","BP"
"678","GO:0030594",1,0.755853269897801,0,1,"neurotransmitter receptor activity","MF"
"679","GO:0030626",1,0.755836374483254,0,1,"U12 snRNA binding","MF"
"680","GO:0030670",1,0.74586338817685,0,1,"phagocytic vesicle membrane","CC"
"682","GO:0030673",1,0.32365351161029,0,4,"axolemma","CC"
"683","GO:0030674",1,0.568141597474682,0,2,"protein-macromolecule adaptor activity","MF"
"684","GO:0030686",1,0.690806383871011,0,1,"90S preribosome","CC"
"685","GO:0030688",1,0.690806383871011,0,1,"preribosome, small subunit precursor","CC"
"686","GO:0030690",1,0.754570770232612,0,1,"Noc1p-Noc2p complex","CC"
"688","GO:0030864",1,0.648202460111375,0,1,"cortical actin cytoskeleton","CC"
"690","GO:0030949",1,0.755853269950144,0,1,"positive regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"691","GO:0030968",1,0.702787215070141,0,1,"endoplasmic reticulum unfolded protein response","BP"
"695","GO:0031100",1,0.755853269901264,0,1,"animal organ regeneration","BP"
"696","GO:0031152",1,0.74586338817685,0,1,"aggregation involved in sorocarp development","BP"
"697","GO:0031154",1,0.75585326989815,0,1,"culmination involved in sorocarp development","BP"
"698","GO:0031167",1,0.741636406674299,0,1,"rRNA methylation","BP"
"699","GO:0031210",1,0.755853270694667,0,1,"phosphatidylcholine binding","MF"
"700","GO:0031214",1,0.755853269901264,0,1,"biomineral tissue development","BP"
"701","GO:0031223",1,0.75536987872643,0,1,"auditory behavior","BP"
"703","GO:0031225",1,0.755853270239634,0,1,"anchored component of membrane","CC"
"704","GO:0031264",1,0.754570770232612,0,1,"death-inducing signaling complex","CC"
"705","GO:0031265",1,0.754570770232612,0,1,"CD95 death-inducing signaling complex","CC"
"708","GO:0031334",1,0.754460999884666,0,1,"positive regulation of protein-containing complex assembly","BP"
"711","GO:0031430",1,0.568141597247238,0,2,"M band","CC"
"712","GO:0031431",1,0.755853269898421,0,1,"Dbf4-dependent protein kinase complex","CC"
"713","GO:0031503",1,0.755853269898421,0,1,"protein-containing complex localization","BP"
"714","GO:0031514",1,0.755853270599505,0,1,"motile cilium","CC"
"716","GO:0031526",1,0.755853269901267,0,1,"brush border membrane","CC"
"719","GO:0031589",1,0.75585326989815,0,1,"cell-substrate adhesion","BP"
"720","GO:0031593",1,0.656722542212934,0,1,"polyubiquitin modification-dependent protein binding","MF"
"722","GO:0031625",1,0.569038904502265,0,2,"ubiquitin protein ligase binding","MF"
"724","GO:0031667",1,0.755853269966991,0,1,"response to nutrient levels","BP"
"725","GO:0031668",1,0.75536987872643,0,1,"cellular response to extracellular stimulus","BP"
"726","GO:0031669",1,0.755853270200313,0,1,"cellular response to nutrient levels","BP"
"727","GO:0031672",1,0.568141597247238,0,2,"A band","CC"
"731","GO:0031802",1,0.754159621766908,0,1,"type 5 metabotropic glutamate receptor binding","MF"
"733","GO:0031929",1,0.571060643592821,0,2,"TOR signaling","BP"
"734","GO:0031931",1,0.755853270200313,0,1,"TORC1 complex","CC"
"735","GO:0031965",1,0.559282603693039,0,2,"nuclear membrane","CC"
"737","GO:0031969",1,0.724664645885736,0,1,"chloroplast membrane","CC"
"738","GO:0031982",1,0.75536987872643,0,1,"vesicle","CC"
"739","GO:0032008",1,0.755853270200313,0,1,"positive regulation of TOR signaling","BP"
"740","GO:0032009",1,0.74586338817685,0,1,"early phagosome","CC"
"741","GO:0032012",1,0.75585326989815,0,1,"regulation of ARF protein signal transduction","BP"
"742","GO:0032025",1,0.754570770232612,0,1,"response to cobalt ion","BP"
"743","GO:0032040",1,0.690806383871011,0,1,"small-subunit processome","CC"
"744","GO:0032088",1,0.755853270022098,0,1,"negative regulation of NF-kappaB transcription factor activity","BP"
"747","GO:0032094",1,0.755853269897801,0,1,"response to food","BP"
"748","GO:0032147",1,0.755853270200313,0,1,"activation of protein kinase activity","BP"
"749","GO:0032222",1,0.755853269897801,0,1,"regulation of synaptic transmission, cholinergic","BP"
"750","GO:0032225",1,0.755853269897801,0,1,"regulation of synaptic transmission, dopaminergic","BP"
"753","GO:0032259",1,0.741636406674299,0,1,"methylation","BP"
"754","GO:0032263",1,0.755853269900264,0,1,"GMP salvage","BP"
